ComID,Committee,stype,CommCity,CommState,CommZip,CommWeb,RegistrationDate,TerminationDate,begincash2007,endcash2012
41050,Vote Racino Now Committee,Independent Expenditure,Janesville,MN,56048,,10/12/2010 13:54,12/31/2010,,
40941,WAMP,Political Committee,Afton,MN,55001,,8/31/2005,10/26/2010,"$2,864.88 ",
40537,Waste Management PAC of Minn,Political Committee,Lakeville,MN,55044,,10/21/1988,,"$4,408.87 ","$3,531.67 "
41062,Whig Party of Minnesota,Political Committee,St Paul,MN,55109,mnwhigs.org,8/16/2011 15:29,,,$163.93 
40916,White Earth PAC,Political Committee,White Earth,MN,56591,,1/29/2004,,$786.50 ,"$6,252.93 "
30625,WIN Minnesota Political Action Fund,Independent Expenditure,St Paul,MN,55104,,12/16/2009 16:11,,,$8.01 
40913,Windingstad Political Action,Political Committee,Maple Lake,MN,55358,,12/29/2003,6/30/2009,"$4,274.35 ",
30345,Winthrop & Weinstine PA Political Fund,Political Fund,Minneapolis,MN,55402-4629,,6/16/1992,,$364.74 ,"$3,564.14 "
41089,Women's Victory Fund (Women PAC),Independent Expenditure,Maple Grove,MN,55311,www.womenpac.org,9/19/2012 14:44,,,"$1,543.40 "
40268,womenwinning State PAC,Political Committee,St Paul,MN,55114,,1/1/1990,,"$5,343.86 ","$16,527.49 "
30623,Working America Minn Political Committee,Independent Expenditure,Washington,DC,20006,workingamerica.org,9/2/2009 16:18,,,($500.00)
30618,Working Families Fund,Political Fund,Rochester,MN,55904,,12/17/2007,,$0.00 ,"$29,614.20 "
40877,Xcel Energy Employees PAC (fka Power PAC),Political Committee,Edina,MN,55436,,3/29/2002,,$383.11 ,"$4,082.45 "
40974,Young Progressive Majority MN,Political Committee,Savage,MN,55378,,12/13/2006,,$272.14 ,$882.89 
41082,ZacPAC,Political Committee,Robbinsdale,MN,55422,,8/3/2012 14:12,,,$974.20 
