ComID,Committee,totspend,topac,receivedtot,frompac,stype,CommCity,CommState,CommZip,CommWeb,RegistrationDate,TerminationDate,endcash2012,cat1,cat2
41047,Pro Jobs Majority,784939.76,10000.0,886816.3,5500.0,Independent Expenditure,St Paul,MN,55101,,9/23/2010 8:48,,"$14,676.50 ",pac,biz
41092,Progressive Kick IE,46119.07,33347.0,93500.0,,Independent Expenditure,Oakland,CA,94612,www.progressivekick.org,9/27/2012 12:39,,"$46,481.31 ",pac,prodfl
40981,Progressive Majority Minnesota,11689.66,125.0,59451.0,10450.0,Political Committee,Washington,DC,20006,,4/10/2007,,$43.42 ,pac,prodfl
80027,Project 515 PAC,27850,,29247.6,522.6,Political Fund,Minneapolis,MN,55414,,7/23/2010 16:26,,$824.84 ,pac,issue
40275,Public Emp Pension Serv Assn (PEPSA) Pol Fund,70765,250.0,16403.1,,Political Fund,Inver Grove Heights,MN,55076,pepsa.org,9/13/1974,,"$1,558.05 ",pac,labor
30654,Public Safety Matters Campaign,277239.21,,307150.0,92500.0,Independent Expenditure,St Paul,MN,55130,,10/1/2012 11:03,,"$1,231.22 ",pac,labor
40933,Putting Minnesota First,140850.48,,183989.0,130036.4,Independent Expenditure,St Paul,MN,55114,,9/27/2004,,"$10,164.00 ",pac,prodfl
30151,Retired Peoples Political Action Fund,46000,,14999.0,,Political Fund,Excelsior,MN,55331,info@mrsea.org,1/10/1980,,"$4,021.81 ",pac,labor
30568,Rice Michels & Walther LLP Political Fund,16896.02,200.0,55351.6,,Political Fund,Minneapolis,MN,55413,,7/24/2001,,$241.38 ,pac,biz
30258,RKM&C Fund,216342.43,34500.0,221409.5,,Political Fund,Minneapolis,MN,55402-2015,,3/3/1978,,"$11,936.02 ",pac,lawyers
40098,Road PAC of Minn,50798.22,10000.0,70050.3,5375.3,Political Committee,Apple Valley,MN,55124,,8/4/1976,,"$11,257.92 ",pac,biz
40238,Rural Electric Political Action Comm,78571.4,250.0,,,Political Committee,Maple Grove,MN,55369,,6/17/1981,,"$6,273.92 ",pac,biz
40872,Rural Minn Preservation,25866.47,,17665.0,12040.0,Political Committee,St Paul,MN,55106-1119,,1/29/2002,,$379.35 ,pac,issue
30192,Saint Paul Teachers Pension PAC,91950,1000.0,64310.0,,Political Fund,St Paul,MN,55104,,6/4/1979,,"$4,777.00 ",pac,labor
30093,SEIU Healthcare Minn (fka SEIU Local 113),394938.23,297976.9,302759.2,11795.3,Political Fund,St Paul,MN,55102,,1/1/1990,,"$3,712.16 ",pac,labor
30602,SEIU Local 26 Political Fund,81852.47,66107.5,83994.1,65964.2,Political Fund,Minneapolis,MN,55414,,4/5/2006,,"$18,190.07 ",pac,labor
30037,SEIU Minn State Council Political Fund,2242378.62,627942.7,1652327.2,368079.2,Political Fund,St Paul,MN,55114,,9/5/1974,,"$75,812.52 ",pac,labor
40550,Shakopee Mdewakanton Sioux,1464957,4000.0,1175000.0,,Political Committee,Prior Lake,MN,55372,,2/23/1989,,"$17,642.74 ",pac,indian
30588,Sheet Metal Workers PAC 10,120689.56,1624.6,57000.0,,Political Fund,Maplewood,MN,55109,,9/14/2004,,"$2,276.44 ",pac,labor
80020,Sierra Club Political Committee,44924.72,4500.0,41329.0,,Political Fund,Minneapolis,MN,55406,,7/2/1982,,"$2,095.44 ",pac,issue
70052,SMART PAC,16500,,20400.0,,Political Committee,St Paul,MN,55117,,9/27/2010 15:42,,"$8,751.00 ",pac,biz
30120,SOF-PAC,34250,15000.0,44915.0,,Political Fund,Eagan,MN,55122,,8/4/1976,,"$1,700.36 ",pac,
30637,Somali Action Alliance Political Fund,44374.96,,54575.0,10000.0,Independent Expenditure,Minneapolis,MN,55406,,10/20/2010 14:16,7/11/2012,$0.00 ,pac,issue
30234,Sprinkler Fitters Local Union No 417,18369,419.0,,,Political Fund,Minneapolis,MN,55413,,4/9/1984,,"$1,064.03 ",pac,labor
30556,St Paul Area Chamber of Commerce PAC,12616.67,11000.0,98420.0,2600.0,Political Fund,St Paul,MN,55101,,8/13/1997,,"$7,702.84 ",pac,biz
30154,St Paul Firefighters Local 21 Political Action Committee,32400,15400.0,32332.0,,Political Fund,St Paul,MN,55102,,3/25/1980,,"$30,237.82 ",pac,labor
30325,St Paul Pipefitters Local 455 PAC,114717,7377.0,47695.3,,Political Fund,St Paul,MN,55114,,8/21/1990,,"$17,364.75 ",pac,labor
40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),49729.01,12950.1,104344.0,43735.1,Political Fund,St Paul,MN,55102,,7/8/1998,,"$47,674.73 ",pac,labor
41049,State Fund for Economic Growth LLC,200000,200000.0,250050.0,,Independent Expenditure,Wayzata,MN,55391,,8/16/2010,,$50.00 ,pac,biz
30550,Suburban School Emp Local 284 Pol Act Fund,106936.91,90976.4,35049.4,12049.4,Political Fund,South St Paul,MN,55075,,10/31/1994 15:14,,"$21,205.99 ",pac,labor
70026,Take Action PAC,116374.88,7072.0,276255.4,204345.4,Political Committee,St Paul,MN,55114,,8/6/2002,,"$21,354.00 ",pac,prodfl
30636,TakeAction Political Fund,389811.98,,836663.2,9500.0,Independent Expenditure,St Paul,MN,55114,,10/14/2010 16:10,,$73.41 ,pac,prodfl
30622,TCO Political Action Committee,25000,,18200.0,,Political Fund,St Louis Park,MN,55426,,12/5/2008,,$50.00 ,pac,
80023,Teamsters Local 120 DRIVE,192146,6750.0,328797.1,328797.1,Political Fund,Blaine,MN,55434,,12/4/2006,,"$5,618.70 ",pac,labor
30225,TRIAL-PAC,390513.17,31600.0,410213.6,38000.0,Political Fund,Minneapolis,MN,55402,,10/25/1979,,"$10,597.59 ",pac,lawyers
40810,Twin Cities Republican Assn,10200,,375.0,,Political Committee,Victoria,MN,55386-9701,TwinCitiesRepublicans.com,10/23/1998,,"$1,247.33 ",pac,prorpm
70013,TwinWest Chamber of Commerce PAC,64638.29,40820.7,77335.0,1100.0,Political Committee,Plymouth,MN,55441-8709,www.twinwestpac.com,8/8/1990,,"$1,357.52 ",pac,biz
30083,U A Plumbers Local #34 Political Fund,27500,1600.0,22053.5,,Political Fund,St Paul,MN,55102-1069,,10/31/1974,,"$11,854.62 ",pac,labor
41001,UFCW Active Ballot Club,107350,,,,Political Committee,Washington,DC,20006-1598,,6/30/2008,,$0.00 ,pac,labor
30606,UNITE HERE TIP State and Local Fund-MN,52500,37500.0,7994955.5,,Political Fund,New York,NY,10001,,6/30/2006,,"$776,737.04 ",pac,labor
30174,United Food & Commerical Workers Council 6,73706,,24506.7,,Political Fund,Schaumburg,IL,60173-2412,,4/30/1981,,"$21,752.48 ",pac,labor
40745,United Steelworkers District 11 Non-Federal Acct,104000,27000.0,247244.3,4734.3,Political Fund,Minneapolis,MN,55414,,2/26/1996 11:03,,$494.00 ,pac,labor
30019,UTU PAC-MN,92975,700.0,54675.1,,Political Fund,St Paul,MN,55102,,8/19/1974,,"$1,021.02 ",pac,labor
80005,VET-PAC of Minn,34400,200.0,740.0,,Political Fund,South St Paul,MN,55075,,11/7/1984,,"$4,980.80 ",pac,issue
41021,VOICES of Conservative Women State PAC (VOICESPAC),59204.39,3000.0,104133.9,1750.0,Political Committee,Maple Grove,MN,55311,www.voicesofconservativewomen.org,11/30/2009 14:33,,"$7,661.79 ",pac,prorpm
30191,VOTE - 66,26800,8200.0,27500.0,500.0,Political Fund,Duluth,MN,55802,,7/27/1982,,"$27,457.67 ",pac,labor
41050,Vote Racino Now Committee,121761.36,,155565.2,,Independent Expenditure,Janesville,MN,56048,,10/12/2010 13:54,12/31/2010,,pac,issue
40537,Waste Management PAC of Minn,11250,,10400.0,,Political Committee,Lakeville,MN,55044,,10/21/1988,,"$3,531.67 ",pac,biz
30625,WIN Minnesota Political Action Fund,5697488.3,5697488.3,5737990.7,230461.9,Independent Expenditure,St Paul,MN,55104,,12/16/2009 16:11,,$8.01 ,pac,prodfl
30345,Winthrop & Weinstine PA Political Fund,29210.63,2400.0,41950.0,,Political Fund,Minneapolis,MN,55402-4629,,6/16/1992,,"$3,564.14 ",pac,biz
40268,womenwinning State PAC,59900,,535494.0,15675.0,Political Committee,St Paul,MN,55114,,1/1/1990,,"$16,527.49 ",pac,prodfl
30623,Working America Minn Political Committee,272370.42,,487875.4,304207.2,Independent Expenditure,Washington,DC,20006,workingamerica.org,9/2/2009 16:18,,($500.00),pac,labor
30618,Working Families Fund,20893.51,7500.0,61541.9,8519.8,Political Fund,Rochester,MN,55904,,12/17/2007,,"$29,614.20 ",pac,
40877,Xcel Energy Employees PAC (fka Power PAC),100890,,112161.7,,Political Committee,Edina,MN,55436,,3/29/2002,,"$4,082.45 ",pac,biz
